OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
4274,51125,No,No,No,M,Main Line,CSXT,CSXT,RIVANNA,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,26106.0118678105
4275,51125,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,GLADSTONE,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,5475.78524793872
4276,51125,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,GLADSTONE,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,7252.36997237475
4277,51127,No,No,Yes,M,Main Line,NS,NS,RICHMOND DISTRICT BURKEVILLE TO WEST POINT,N/A,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,63031.122859379
4278,51127,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,PENINSULA,N/A,CTC,AMTK,N/A,N/A,N/A,286000,"19 feet, 2 inch","19 feet, 2 inch","19 feet, 1 inch",CSX Transportation,B1, ,AB,Route 47,,Main Line,69494.3437037102
4279,51127,No,No,No,S,Passing Siding,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,Route 47,,Passing Siding,5727.38946434336
4280,51700,Yes,Yes,No,M,Main Line,CSXT,CSXT,PENINSULA,N/A,CTC,AMTK,N/A,N/A,N/A,286000,"19 feet, 2 inch","19 feet, 2 inch","19 feet, 1 inch",CSX Transportation,B1, ,AB,Route 47,,Main Line,35882.8942206282
4281,51700,No,No,No,O,Switch,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Switch,166.172464526662
4282,51700,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,1331.13735505288
4283,51700,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,524.447222214501
4284,51700,No,No,No,O,Lead,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Lead,2368.52439861155
4285,51700,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,PENINSULA,N/A,CTC,AMTK,N/A,N/A,N/A,286000,"19 feet, 2 inch","19 feet, 2 inch","19 feet, 1 inch",CSX Transportation,B1, ,AB,Route 47,,Main Line,95721.2727220566
4286,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1472.70378982204
4287,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3226.46226692948
4288,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,36805.7625956597
4289,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,279.940331471257
4290,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1555.80125946037
4291,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,762.880531481899
4292,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,177.928686931295
4293,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2307.43971110626
4294,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2758.3147527381
4295,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,274.143583820986
4296,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3379.50161202281
4297,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1199.41589729531
4298,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1451.99415315753
4299,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,924.196409132093
4300,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3598.84571681429
4301,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2378.43928683212
4302,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2563.69540116167
4303,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1065.1857342182
4304,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,152.054912977535
4305,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1672.71616223004
4306,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,307.987150735951
4307,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1187.77050644681
4308,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2095.52254986591
4309,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1703.3046681049
4310,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1809.2106386364
4311,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,360.416258099183
4312,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1141.02927990654
4313,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,568.052162737332
4314,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,6642.21020610588
4315,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,28.8701029025526
4316,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,367.001811519449
4317,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,596.260828889255
4318,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3521.88553175112
4319,51710,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,1059.45574091473
4320,51710,No,Yes,No,Y,Yard,NPBL,NPBL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,2352.8957146268
4321,51710,No,No,No,Y,Yard,NPBL,NPBL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,2135.27909230388
4322,51710,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,LAMBERTS POINT,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,804.911197445819
4323,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,27.4000153695876
4324,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3477.52013994437
4325,51009,No,No,No,S,Passing Siding,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Passing Siding,7471.33922585824
4326,51041,No,No,Yes,M,Main Line,NS,NS,RICHMOND DISTRICT BURKEVILLE TO WEST POINT,N/A,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,77815.5508709545
4327,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,602.144624709445
4328,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,629.554859058931
4329,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,162.46844907644
4330,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,6583.99383268722
4331,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,10629.4600660135
4332,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,5334.06531966269
4333,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,626.191861323142
4334,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,19309.8523205912
4335,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,7062.10553463709
4336,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2050.43820783169
4337,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,632.894587385833
4338,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2898.76810281506
4339,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3139.73872272134
4340,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3253.78146277159
4341,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2962.16305385019
4342,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2976.45919083506
4343,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1526.90458897342
4344,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3661.78170058823
4345,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1711.10095856544
4346,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1815.95112309684
4347,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,766.510194794378
4348,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1472.07351725571
4349,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1460.33195740937
4350,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1347.85134828735
4351,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,88.0886612895475
4352,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,110.936048840596
4353,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,13160.5735924588
4354,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1544.17233172266
4355,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,260.512775124661
4356,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,316.563520724629
4357,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,147.436069529534
4358,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,4183.42244034392
4359,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1154.21917935271
4360,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1887.54719468762
4361,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1062.30111473728
4362,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1069.17222889734
4363,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1056.9804796863
4364,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,754.25980502047
4365,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,818.657969608734
4366,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,139.524510367492
4367,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,489.876868979692
4368,51700,No,No,Yes,I,Major Industrial Lead,CSXT,CSXT,HAMPTON IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Major Industrial Spur,29357.2543096884
4369,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1477.26717213583
4370,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3229.85600595603
4371,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,8809.75523595759
4372,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2456.38219882473
4373,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,306.323907410232
4374,51710,No,No,No,Y,Yard,NPBL,NPBL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,1057.5279013616
4375,51550,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,CAROLINE,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,1854.80176550821
4376,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3275.28169078103
4377,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,163.113578065304
4378,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,954.987189859759
4379,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2049.74331193916
4380,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2425.89514288715
4381,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2617.41179885938
4382,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2962.86437327505
4383,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2122.20504586056
4384,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2108.70711662401
4385,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2148.17980580797
4386,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2144.54510571665
4387,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2161.34202901164
4388,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2159.43430759627
4389,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2937.51460620449
4390,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2626.5070803475
4391,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2921.41708757767
4392,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2145.67629123603
4393,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,119.185362102786
4394,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,9235.64158437959
4395,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,8686.04581111641
4396,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,99.8772094685692
4397,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,9033.65995429979
4398,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,99.2715433022893
4399,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,12968.1490544255
4400,51700,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,NEWPORT NEWS,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,4052.32255328221
