artist,spotify_track_uri,genre
The Presidents Of The United States Of America,spotify:track:02ZdZqhpfrPnxwyakXgxB8,alternative rock
The Pretty Things,spotify:track:3tRFo1mXVNC5Wwrv7T8trF,british blues
The Psychedelic Furs,spotify:track:4dk40nfaQav6b4ZsJ9OYUo,alternative rock
The Purist,spotify:track:1cDiSC0u64I6L8pGNpfiK3,drumless hip hop
The Raconteurs,spotify:track:5HkLVhdVOifwVzQhuh51dL,alternative rock
The Rah Band,spotify:track:6lYY2HktYKpV1pUamfRlU1,brit funk
The Red Jumpsuit Apparatus,spotify:track:2ZICF8SFI5tHttaLJKMY1X,alternative metal
The Red Pears,spotify:track:7BOtaBZfN5pVNF5DC6VZ9D,indie garage rock
The Replacements,spotify:track:0NX14YH2t16bwwlJSfXazr,alternative rock
The Rolling Stones,spotify:track:6H3kDe7CGoWYBabAeVWGiD,album rock
The Ronettes,spotify:track:1WN4uNclrDuczTO3bCr8s1,brill building pop
The Script,spotify:track:09ZcYBGFX16X8GMDrvqQwt,celtic rock
The Shins,spotify:track:0NslHuacjxQYfUTOW3HCIV,albuquerque indie
The Silver Seas,spotify:track:1jsbS0JIiCsyFHwCwD8AL7,nashville indie
The Simps,spotify:track:6qLQ0K5jkOB0QrbDwNmKg9,american post-punk
The Slaps,spotify:track:2MSYod1sjgGFHrrm3h2f9W,indie garage rock
The Smashing Pumpkins,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,alternative metal
The Smile,spotify:track:3tP2P4KybC9wYVI8Pe41GT,uk post-punk revival
The Smiths,spotify:track:6BrMEbPSSj55nQhkgf6DnE,madchester
The Smooth Jazz Alley,spotify:track:1U05WLPnnMpGFS99PAyj0n,smooth jazz
The Spill Canvas,spotify:track:4b9jRNwMUvABxTD1amyfA6,neon pop punk
The Spinners,spotify:track:1l1YTy9nJ0trwhsCGcimly,classic soul
The Strokes,spotify:track:2t0wwvR15fc3K1ey8OiOaN,alternative rock
The Subways,spotify:track:3CLmZAW1fgpnRyVwUx4bbZ,dance-punk
The Sundays,spotify:track:67Tp0vRSc3yJU0z1UQMD7B,dream pop
The Sweet Enoughs,spotify:track:7m38lSSQsmMDcAhRPKbU2G,No genres found
The Sword,spotify:track:3duqX0yVwYZCO5QbjvT6pn,austin metal
The Symposium,spotify:track:2TeYAizye4GlmzQq5zyf91,chicago indie
The Temptations,spotify:track:6N3qWKVTqM7BvpBp9JVd7i,classic soul
The Used,spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,alternative metal
The Valdons,spotify:track:7edHx31pS8lQtjvvn06m6x,souldies
The Velvet Underground,spotify:track:11VwZwNF29HrqwalYUMitb,alternative rock
The Verve,spotify:track:57iDDD9N9tTWe75x6qhStw,britpop
The Voidz,spotify:track:3YB9cvd668HXBEq8rbBW8P,modern alternative rock
The Waitresses,spotify:track:3nhzTOc939C4v4ecTEZTPl,new wave pop
The Walters,spotify:track:4SqWKzw0CbA05TGszDgMlc,chicago indie
The Weeknd,spotify:track:6WzRpISELf3YglGAh7TXcG,canadian contemporary r&b
The West Coast Pop Art Experimental Band,spotify:track:59v1okflZrEkeb9JrxfJvX,classic garage rock
The White Stripes,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,alternative rock
The Whitest Boy Alive,spotify:track:0QgR03vMDoBoLgcu08EtKl,alternative dance
The Who,spotify:track:0LN5gIsS5tQSmRzQrHSaTR,album rock
The Wonder Years,spotify:track:4mVzCmTZeBOkvSQsuvFQWh,alternative emo
The World Is A Beautiful Place & I Am No Longer Afraid To Die,spotify:track:2XnAKmv1PHilJxNALvxxYr,alternative emo
The Young Rascals,spotify:track:3c2kMiSB86tVq1J4oULmvL,bubblegum pop
The Zells,spotify:track:4J8maiVQCEmkWlfDbF7cc0,pittsburgh indie
The Zombies,spotify:track:3TFyvBYEHq7cfdmIYD6RMG,baroque pop
TheDesire,spotify:track:64aqqnZQ1cOH9MeewrAX6A,No genres found
TheSenseiBlue,spotify:track:3Yp21hZcWD6h9KCDoX7toB,No genres found
Thee Marloes,spotify:track:0La1VlmPQNwvTyJD3qIxGL,surabaya indie
Thee Sacred Souls,spotify:track:3W4xqKFMKBauuU517t8NIb,latinx alternative
Thee Sinseers,spotify:track:2YrZqTyToiN4oBYHAVae7F,retro soul
Them Crooked Vultures,spotify:track:7uJLdyIAaYLGT0oLw7I6b3,alternative metal
They Are Gutting a Body of Water,spotify:track:41SX6IFX6IJYmL0v9fmm7X,american shoegaze
Third Eye Blind,spotify:track:42et6fnHCw1HIPSrdPprMl,alternative metal
This Is Pointless,spotify:track:5UhczmRCf2x64Yrq1NKKnN,midwest emo
Thom Yorke,spotify:track:3R7bfoEKPkxaukeC3ZSn4o,alternative rock
Three Days Grace,spotify:track:56sk7jBpZV0CD31G9hEU3b,alternative metal
Three Dog Night,spotify:track:0P6fEgTn3cxLLyYTJYoYGj,album rock
Thrice,spotify:track:0arNrzPygksLY2pEbRgBjw,post-hardcore
Thundercat,spotify:track:1c5CllrZr45UBhWpIqM332,afrofuturism
Thursday,spotify:track:43CG5O08Tj6ODmSWQ9pfvF,emo
Tigers Jaw,spotify:track:5bJt0jOz9spwJ1rJwSQJ1a,alternative emo
Tim Simonec,spotify:track:4pSJHktywKsadO7yPdFcpN,No genres found
Tim Wilson,spotify:track:36DyCBroDt1FjKM7zRaEOw,No genres found
Tinashe,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,alternative r&b
Tiny Moving Parts,spotify:track:4jtUCPu0LU8y8EHG8tnhom,alternative emo
Title Fight,spotify:track:1csPfS6y1zVsZx7SbXJDXJ,dreamo
Toan Team,spotify:track:0f6ODrB3z71U6CnLulR0Yr,virginia indie
Toby Bradner,spotify:track:2skdCOxVyI2fIkJkGFYn8X,No genres found
Todd Rundgren,spotify:track:0B1zVsLqmV9ibIFdNS5tGs,art rock
Tom Misch,spotify:track:0NvvlnAniNYVF7FPNAD8CY,indie soul
Tom Odell,spotify:track:1XTY6rA7XQosc0ynkkE9kN,chill pop
Tom Petty,spotify:track:7DzktdAh3zTT5Li8vam9tt,album rock
Tom Petty and the Heartbreakers,spotify:track:4mcZYzoGwPRDdhWVlygiHf,album rock
Tommy Guerrero,spotify:track:7bxwzsBFJFhtMZVbdcduzm,No genres found
Tommy Richman,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,chill abstract hip hop
Tomorrow's Problem,spotify:track:3zLknjXsXEccJrrNQ3P1NY,No genres found
Too $hort,spotify:track:5K5dQsYdSdo2LKdepxbYAd,cali rap
Toots & The Maytals,spotify:track:1q8gelFgFYUwoWpQV7WNCe,reggae
Toots Thielemans,spotify:track:21YUZQmqekadSlCCZpawCH,belgian jazz
Torche,spotify:track:3ku39O3x9l50jiWkkuMeO4,drone metal
Toro y Moi,spotify:track:1jit8yRaXz50OZNINPxtym,chillwave
Tory Lanez,spotify:track:3azJifCSqg9fRij2yKIbWz,canadian hip hop
Totorro,spotify:track:6SBxee2sZTBLCfNZYz0lww,french post-rock
Towa Bird,spotify:track:7xISBLSpkANttnZx8krkq6,No genres found
Traffic,spotify:track:6MeSDfZgtjw7k9QgdLxbNI,blues rock
Train,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,dance pop
Trampled by Turtles,spotify:track:7z6pDIQFv510mRKfyEjHR1,duluth indie
Trapt,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,alternative metal
Travis Scott,spotify:track:6wsqVwoiVH2kde4k4KKAFU,rap
Trippie Redd,spotify:track:6vSRW8utiYAdoCfJG2v86r,melodic rap
TrippyThaKid,spotify:track:7FrXf42kT31AxdrgdQVPIn,dark trap
Triptides,spotify:track:1phxX6genVzHVcH3XGvHvP,indie garage rock
Triumph,spotify:track:4QwcuKjGjtl5fZe7kDdULV,album rock
Troy Javelona,spotify:track:0qHYMTypzE560QUDwfMdfH,No genres found
Trxy!,spotify:track:51RriaGnB6VILb54rXHKj8,zoomergaze
Turnstile,spotify:track:5iXnD2VizcAbErpkcuNQ6I,hardcore punk
Twelve Point Buck,spotify:track:00mX5OzWnm7mpo8le5hcxl,No genres found
Twenty One Pilots,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,modern rock
Twin Peaks,spotify:track:3jw5KrLTxeIzpSvByNsH7F,chicago indie
Twista,spotify:track:5y8WWi1BaKHXfuln0XoIZs,chicago rap
Two Door Cinema Club,spotify:track:0bePGTDjn0XuEKoN7rOMvV,indie rock
Ty Segall,spotify:track:64eEA41fT8fejJDUXZdG48,bay area indie
Tycho,spotify:track:5MhMXTuVODDF234VDvSxQx,chillwave
Tyla,spotify:track:6XpEm7VJ7TZxZTawH8BCSW,No genres found
Tyler Bryant & the Shakedown,spotify:track:5lRP3c8IPTc6QFwUS0ZN3x,modern blues rock
Tyler Burkhart,spotify:track:5PUrE8qNLwN8sRXZMfOEnE,lancaster pa indie
Tyler Childers,spotify:track:0fCwTrRNfoNk962ati8n2K,kentucky indie
"Tyler, The Creator",spotify:track:1pbbsI2KGPOMu0HmuGccBu,hip hop
Type O Negative,spotify:track:710B9xFjNOisQtKtppZE9p,alternative metal
U-Nam,spotify:track:2oExUGAS5aBhsZw2eRicwq,deep smooth jazz
U2,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,irish rock
UB40,spotify:track:4uOKFydzAejjSFqYbv1XPt,reggae fusion
UFO,spotify:track:0lJ8EaAeHeBux57hvDaQmM,album rock
USHER,spotify:track:5rb9QrpfcKFHM1EUbSIurX,atl hip hop
Uncle Waffles,spotify:track:4jAW2wMYGNEcdYwmEc1rJX,amapiano
Under The Rug,spotify:track:0eeUxgcLK8vVsk6z3eQ6u2,No genres found
Underoath,spotify:track:47IWLfIKOKhFnz1FUEUIkE,christian metal
Underworld,spotify:track:7xQYVjs4wZNdCwO0EeAWMC,big beat
Unessential Oils,spotify:track:4EczFi15YP46BSa8u1p95v,No genres found
Unknown Mortal Orchestra,spotify:track:6AAYNz8jXvVlgG9IpYi42Z,art pop
Unknown T,spotify:track:0SLedTMdKihqLsR6CGPAfD,grime
Unwound,spotify:track:32s2Ym7GFW4u4s3tT2bfZv,dream pop
VANO 3000,spotify:track:5toKOQ86ydhA5UJ8DfENzy,No genres found
Vacations,spotify:track:5TuTHrKzN6NweeQaKkBNb7,newcastle nsw indie
Vampire Weekend,spotify:track:4dRqYKhLVujxiBXcq50YzG,baroque pop
Van Halen,spotify:track:3KhF2YiNpJvGpfiCW45R6D,album rock
Van Morrison,spotify:track:3yrSvpt2l1xhsV9Em88Pul,classic rock
Vanilla Fudge,spotify:track:7rkjOQTeK5G63G4dpWdc6A,acid rock
Vansire,spotify:track:4RGWHfQeJftd5XrP8JUgFj,bedroom pop
Vegyn,spotify:track:1eKMsNyEfG4m2p3k95i5Vm,experimental hip hop
Vels Trio,spotify:track:1kG5oISiUjd2bz1eK6djBw,british jazz
Velvet Revolver,spotify:track:7kF1iPJTj3VFJX9XokQ80F,alternative metal
Venerus,spotify:track:3oBVv54hTMSYXXJGxO5JxJ,indie rock italiano
Verzache,spotify:track:0u256fkohocCZSCJ8J79TX,sad lo-fi
Via Luna,spotify:track:4NWBKP6OrA8dhpx82f06Jz,instrumental math rock
Viagra Boys,spotify:track:79W8lW8xyYayXfi8TTbtoD,crank wave
Viktor Vaughn,spotify:track:1wQixSSWydeLgkebOzu3yt,abstract hip hop
Vince Staples,spotify:track:6eL1ncVDtQHgSm3E288TS7,conscious hip hop
Violent Femmes,spotify:track:7jIAttgQTpLDoNtykIQXjH,acoustic punk
Viriato Baltasar,spotify:track:3nJQU1xAlrjYIhD8VVmlpw,No genres found
Votabias,spotify:track:1Iv3jRSGKJeimZBxPMtc9E,corecore
Vs Self,spotify:track:5us6CU2fWQ6Ig8H8qi7kDT,zoomergaze
Vulfpeck,spotify:track:1DrlLvlYd1FIjNavRm6NdX,ann arbor indie
Vundabar,spotify:track:499SvLeXfMRLhi6BSrPU3Y,boston indie
WESTSIDE BOOGIE,spotify:track:7JADyHONoFkZr3Re80iwLy,canadian hip hop
Wailing Souls,spotify:track:13vbE21bpJBQnTL82nhaJ4,reggae
Wale the Sage,spotify:track:55KBOq8fdOWrYWYWBCKxLh,No genres found
Wallows,spotify:track:2Ir5eVuUM96WvyyZmDTIBX,pov: indie
Wand,spotify:track:3d63b8xXosbuTZPI9Fz6aF,neo-psychedelic
Wanda Jackson,spotify:track:6uJXOi796U1D8iW9fj2ZGn,classic oklahoma country
War,spotify:track:7Bz8yww6UMbTgTVLG6zbI4,classic soul
Warlord Colossus,spotify:track:55ug3whbycYVBOhEtjG97m,dark trap
Warren G,spotify:track:7nYvUtkQMx1v80S2FH2s9J,g funk
Washed Out,spotify:track:4V0x90QcMh4ZxwHzEWOdtK,chillwave
Washer,spotify:track:0fTlPeJi9qPO1YMIwwxbTC,indie punk
Wavves,spotify:track:1iMOLNyzKtIMucwZzQSjZi,indie garage rock
We Came As Romans,spotify:track:4iLRsbijzBUP9AkQVlEn6z,christian rock
Ween,spotify:track:34rOW0yx7mEBKfvI8b2wSK,alternative rock
Weezer,spotify:track:3mwvKOyMmG77zZRunnxp9E,alternative rock
Wendy Rene,spotify:track:1IXa70EPedlpafPL7Ood2z,memphis soul
Wes Montgomery,spotify:track:2M3laSC4qeLl9tWxDEzF4T,hard bop
Wes Montgomery Trio,spotify:track:3YNkdXJJLi13aPOTuZ7jqx,jazz guitar
Wesley Willis,spotify:track:190l7oYBQe6JBsWPJM2uNN,outsider
Westside Gunn,spotify:track:6bCbBTw3mqHWQwhFMMaOOq,alternative hip hop
Wham!,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,new romantic
Wheatus,spotify:track:25FTMokYEbEWHEdss5JLZS,pop rock
Wilco,spotify:track:4wFqgGK0CK5mh2FlwaonJY,alternative country
Wild Cherry,spotify:track:5uuJruktM9fMdN9Va0DUMl,disco
William Bell,spotify:track:3a19dv4IRhGjkyvgdUxEDu,memphis soul
William DeVaughn,spotify:track:5g2sPpVq3hdk9ZuMfABrts,classic soul
Willie Nelson,spotify:track:0hXHpNiW5dHv21aUhYDEnA,classic country pop
Wilson,spotify:track:49XnKAbbiw762TUa33Zit2,modern hard rock
Windows 96,spotify:track:1Bg9oI5OCRjGrSUZwsQmT6,hardvapour
Wings,spotify:track:1rHvKz5JPpCf9IJDHsyX8P,album rock
Wipers,spotify:track:3obapaJgTQOm7ATIDBSm0c,alternative rock
Wire,spotify:track:5LEwYNnwG1RSVseSmMZQpo,alternative rock
Wishing,spotify:track:013L1ZodWo9Ax2g9LejC9O,corecore
Wisp,spotify:track:7ne2hzW4jaU5tacaCI4kJH,zoomergaze
Wiz Khalifa,spotify:track:56oGoEjA9eTZYgsttEFKY3,hip hop
Wizkid,spotify:track:5FG7Tl93LdH117jEKYl3Cm,afrobeats
Wolf Alice,spotify:track:3K94Fd5ZQkPCW8wV6oyk22,indie rock
Wolfmother,spotify:track:3CkjLJYnnyOtGk4Jx4iYS4,alternative rock
Worn-Tin,spotify:track:6RbYFUfNJp5eHBnRTIewaa,indie garage rock
Wu-Tang Clan,spotify:track:1Sgj10byiGzPpI2IrXSFEn,east coast hip hop
Wyclef Jean,spotify:track:6g5ov3aSDUvvDkQKIcmZQI,rap kreyol
XTC,spotify:track:5WuRIlM4ACXHJwcjzlm9Gx,alternative rock
XXXTENTACION,spotify:track:7floNISpH8VF4z4459Qo18,emo rap
Xavier Wulf,spotify:track:5t95hmRfjYIdOTQcNWv4A9,cloud rap
Xynthra,spotify:track:57GjhzjJmdM51acObWjVr5,No genres found
YKARE,spotify:track:6MNvLsYULJDHCMaouEau1V,hyperpop
Yarden,spotify:track:3yu5otkADG1ldufrPxABoo,viral afropop
Yasin,spotify:track:2HuMRW4PILLHwRb21oUhdO,swedish gangsta rap
Yaya Bey,spotify:track:6QkOMriITXf0oqpga33HnP,alternative r&b
Yebba,spotify:track:14qNHvX8h6HoynFuV0RxWS,pop soul
Yes,spotify:track:47dPsSo7cEDNkvIOSB4O2k,album rock
Yesca,spotify:track:6frrTJ3gmnKF0INBlWalCv,No genres found
Yo La Tengo,spotify:track:6bBobm1wePzB1WG7FD68zd,alternative rock
Yot Club,spotify:track:2vWBUC9djv6BtiGlmKiQaH,bedroom pop
Young Dolph,spotify:track:2nMWvwPhdi1oUizCfC6QLZ,memphis hip hop
Young MC,spotify:track:6Kk9SGnMMrpPPB0mDQ3CJz,hip house
Young Scooter,spotify:track:3N4LtsPwD5TikEeEIq1m9a,atl trap
Young-Holt Unlimited,spotify:track:6v8mOtpRlXbG3BOauqPRHC,instrumental soul
Yung Lean,spotify:track:2xxjQg2hh2Rjm7EY9OhZXY,cloud rap
Yusef Lateef,spotify:track:2QHFSR7VUZZfRRwZycKqSa,avant-garde
Yusuf / Cat Stevens,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,british folk
Yvette Young,spotify:track:4HpA6Kl9irHpw30z0NSzF2,math pop
ZZ Top,spotify:track:0u6JFVn0KHHlidZxNL9gVE,album rock
Zach Bryan,spotify:track:0OWhKvvsHptt6vnnNUSM9a,classic oklahoma country
Zedd,spotify:track:4wsCp4k8t9y9e3RMzNPHPe,complextro
Zeds Dead,spotify:track:5WsSAyixmdLYcl3FRMjZM1,brostep
Zelooperz,spotify:track:5aDZOMeCa6VuKJSENFsuGx,alternative hip hop
Zeruel,spotify:track:6zm6c19hYyKJKZwcGLQG6Q,zoomergaze
ZillaKami,spotify:track:09QvHJHDHbuptkaalGchss,dark trap
Zotiyac,spotify:track:31KimT5Kzg2hTTzTNunXzg,dark trap
alex_g_offline,spotify:track:7d16ACNTVHWFLRAOGL3ZiI,No genres found
alt-J,spotify:track:3n69hLUdIsSa1WlRmjMZlW,indie rock
arya x,spotify:track:6sCQcNfoRGJga7347G1zs5,dark r&b
belac,spotify:track:5wpuHnhxjhU4OBr7tMGVxw,No genres found
berlioz,spotify:track:3J2WUEn6oFN8eDPZov7w9I,jazz house
blessthefall,spotify:track:75rctYH1J87zkJ51c4cxaq,melodic metalcore
blink-182,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,alternative metal
boygenius,spotify:track:74uoN2UfgdUAzwVeFaRUE2,indie pop
bôa,spotify:track:6d67Xv8ms2noA8wWFLiPDN,pov: indie
capsule témoin,spotify:track:0WzsjbqBOdvTvODEpHE5qS,No genres found
chameleon,spotify:track:3iQcTLzH1Cp6iQjtFWco34,No genres found
coldrain,spotify:track:1Jz6GFrsgtyVwQtIUiHYMw,j-rock
csndra,spotify:track:1CTkL5eli1SYcgTjQDNlC6,No genres found
d4vd,spotify:track:5LrN7yUQAzvthd4QujgPFr,bedroom pop
daniel.mp3,spotify:track:1MrSbSu9UNo7Aucwrf32WJ,ambient lo-fi
dave rodgers,spotify:track:78pXBnTDbPf1Hy59tT798b,super eurobeat
dave the sailor,spotify:track:3OVFWoBdO9AlHtRjsfxUJH,No genres found
deadmau5,spotify:track:3zFsJdVCu29em7VUB3Ujqp,canadian electronic
dné,spotify:track:4yJbi9thHth0hu5buAR8ZQ,czech electronic
dopuu,spotify:track:4MKE0FAyXR8bDVnNyD8RUv,No genres found
eevee,spotify:track:4HMWw4uQBzqXq0Y8uye9J8,japanese chillhop
flipturn,spotify:track:2BedHMJWiW5CuiTd2wza1u,jacksonville indie
flyingfish,spotify:track:0KdEx2ETCXYZeEVAZS4sJ4,corecore
girl in red,spotify:track:6IPwKM3fUUzlElbvKw2sKl,bedroom pop
halberd,spotify:track:7L3eXnQsoCvRZinLJJ4slV,lo-fi beats
"hey, nothing",spotify:track:14RHVhgK4QxsOCQcu4R1Q3,modern indie folk
hurts worse,spotify:track:585VizqohJJJ1bhi93C1v5,sadcore
it's murph,spotify:track:7uRMCCWFz9ytLAq2c0dQBz,stutter house
j4ymoment,spotify:track:5Wb8tSYl5ILAv2fkdaZqg3,No genres found
jaydes,spotify:track:2iVlrw3jdHD0popF0iImnW,dream plugg
jev.,spotify:track:3VL3aSOA8O3b5iOVBkD9iD,chill abstract hip hop
julie,spotify:track:43phhhh1hQF7koWX3uNvO3,grungegaze
levitation room,spotify:track:7sIaZDL1FBsC9XabO0auGl,indie garage rock
lilbootycall,spotify:track:4D5EkRxyBBKXQWKOcYCdDW,san antonio rap
lojii,spotify:track:4sioalcBcvLt2r1QtQtJyr,experimental hip hop
mouse on the keys,spotify:track:0M372WfoAEvYSRjcczirDF,instrumental math rock
my bloody valentine,spotify:track:7ITRNB9OckYIp2SW2iXU8U,alternative rock
nilöwh.,spotify:track:5LRekITM1gxTV2z3mz0bpB,lo-fi chill
piri,spotify:track:5mfGEs5n647v4WE3K5YmBy,rally house
potsu,spotify:track:1SWLNFT1Gobe4h3TyPxHeZ,japanese chillhop
pyewacket,spotify:track:5SHQZGmWdh60coJ9EtxoJu,No genres found
s9na,spotify:track:0spbwgtJWsLGaW0705UwSS,No genres found
salvia palth,spotify:track:17YNmMy03QLPirmBzWxFa6,countrygaze
sign crushes motorist,spotify:track:0Z94dtWElamDwU4NrcGoUR,corecore
softy,spotify:track:5wsdc65ziYHLsdwwDm1NvC,lo-fi beats
sports.,spotify:track:41VipzFVimtyUgProD7JnS,diy emo
suite green,spotify:track:5QT6LdorV4X9mvPX12mLth,No genres found
sundots,spotify:track:5zOzMMntQorAyUzKbNHrws,lo-fi indie
takeo,spotify:track:5CAuDsbE4n7aTgnD5YRaPE,focus beats
the Blue Devils,spotify:track:5OEUYOqNSEbSt7My3UXudM,marching band
theres this girl,spotify:track:6Qq6w719WxnRaeHhGTd6us,No genres found
thrown,spotify:track:75dS4i4yFu4R4WBrneLXIC,No genres found
th?y,spotify:track:1E7ernXLGM9tS7Ng5fNycn,bedroom r&b
timmies,spotify:track:3xbUCRFut7tzBoD2F8L56y,lo-fi chill
toe,spotify:track:30oddeV4b75MDQ6JvkAXCW,instrumental math rock
tzelun,spotify:track:6QqrmIgIt05B9k7270JwlC,No genres found
wilter,spotify:track:6iIzfogQHT6604TkCNBqn6,No genres found
woebegone.,spotify:track:1lVeCUog0EoqzTFeb26Txx,sadcore
¥$,spotify:track:6J4rRj2uVfziGMyfrPEPLo,No genres found
ØZI,spotify:track:4HLYZKtAd0hUYVpe8NywZr,mandopop
?tella,spotify:track:6DYLWAdxEJvwWmT7EkeDkX,greek indie
????,spotify:track:4GV0Dhmroni5adtT7waYvF,belarusian indie
????????,spotify:track:3OCxOUUH3FUf8xk0RuWADJ,classic japanese jazz
?????????????,spotify:track:2llFlNkPX4hW1M3HLdEMBm,classic japanese jazz
